Looking at this task, I need to compute `total_eur = quantity * unit_price_eur`, and extract `order_year` and `order_month` from `ordered_at`.

```csv
order_id,customer_id,product_id,quantity,unit_price_eur,ordered_at,total_eur,order_year,order_month
245,192,75,1,440.14,2024-07-01,440.14,2024,7
246,408,13,4,472.95,2024-08-16,1891.8,2024,8
247,89,40,3,486.29,2024-12-24,1458.87,2024,12
248,113,95,3,403.57,2024-11-29,1210.71,2024,11
249,496,43,1,41.64,2024-04-18,41.64,2024,4
250,363,7,2,314.29,2024-01-10,628.58,2024,1
251,167,77,1,197.86,2024-08-24,197.86,2024,8
252,270,35,3,303.49,2024-10-30,910.47,2024,10
253,128,9,1,62.39,2024-11-23,62.39,2024,11
254,178,17,3,415.8,2024-07-30,1247.4,2024,7
255,198,64,1,36.04,2024-01-20,36.04,2024,1
256,215,40,2,486.29,2024-12-20,972.58,2024,12
257,299,30,4,38.84,2024-09-22,155.36,2024,9
258,6,73,1,113.34,2024-05-15,113.34,2024,5
259,363,20,2,282.96,2024-08-31,565.92,2024,8
260,489,45,5,203.36,2024-02-09,1016.8,2024,2
261,330,32,5,237.94,2024-10-12,1189.7,2024,10
262,206,20,2,282.96,2024-03-08,565.92,2024,3
263,375,79,3,478.88,2024-12-21,1436.64,2024,12
264,71,25,5,485.4,2024-03-07,2427.0,2024,3
265,66,89,1,172.26,2024-02-29,172.26,2024,2
266,140,77,3,197.86,2024-05-22,593.58,2024,5
267,359,1,1,134.94,2024-03-15,134.94,2024,3
268,483,9,4,62.39,2024-08-21,249.56,2024,8
269,159,92,2,471.18,2024-07-22,942.36,2024,7
270,387,51,3,231.79,2024-08-06,695.37,2024,8
271,150,58,4,435.54,2024-06-28,1742.16,2024,6
272,5,24,3,293.44,2024-05-17,880.32,2024,5
273,435,30,1,38.84,2024-12-21,38.84,2024,12
274,402,64,1,36.04,2024-01-31,36.04,2024,1
275,238,11,1,219.44,2024-10-31,219.44,2024,10
276,68,82,4,118.8,2024-05-05,475.2,2024,5
277,489,95,4,403.57,2024-11-11,1614.28,2024,11
278,437,29,5,307.34,2024-10-30,1536.7,2024,10
279,371,36,2,387.28,2024-04-03,774.56,2024,4
280,454,21,3,386.29,2024-02-16,1158.87,2024,2
281,63,45,5,203.36,2024-02-14,1016.8,2024,2
282,169,30,5,38.84,2024-04-14,194.2,2024,4
283,406,69,1,268.97,2024-08-17,268.97,2024,8
284,183,56,2,25.98,2024-10-19,51.96,2024,10
285,53,24,3,293.44,2024-11-12,880.32,2024,11
286,448,24,4,293.44,2024-12-17,1173.76,2024,12
287,234,79,4,478.88,2024-02-10,1915.52,2024,2
288,35,28,3,24.64,2024-02-02,73.92,2024,2
289,430,43,3,41.64,2024-07-19,124.92,2024,7
290,221,75,5,440.14,2024-06-16,2200.7,2024,6
291,334,80,1,466.63,2024-11-02,466.63,2024,11
292,178,25,5,485.4,2024-07-29,2427.0,2024,7
293,178,95,1,403.57,2024-09-11,403.57,2024,9
294,5,58,2,435.54,2024-06-17,871.08,2024,6
295,343,39,2,437.34,2024-07-29,874.68,2024,7
296,362,25,5,485.4,2024-05-22,2427.0,2024,5
297,84,79,5,478.88,2024-01-24,2394.4,2024,1
298,339,40,1,486.29,2024-01-30,486.29,2024,1
299,302,35,1,303.49,2024-11-22,303.49,2024,11
300,328,24,5,293.44,2024-12-27,1467.2,2024,12
301,466,58,2,435.54,2024-10-18,871.08,2024,10
302,28,60,2,344.59,2024-08-08,689.18,2024,8
303,258,64,3,36.04,2024-07-03,108.12,2024,7
304,463,96,1,438.28,2024-07-11,438.28,2024,7
305,67,73,5,113.34,2024-08-11,566.7,2024,8
306,250,30,1,38.84,2024-08-07,38.84,2024,8
307,273,76,5,22.04,2024-07-04,110.2,2024,7
308,362,24,2,293.44,2024-02-01,586.88,2024,2
309,178,25,2,485.4,2024-01-10,970.8,2024,1
310,270,31,5,156.82,2024-12-29,784.1,2024,12
311,286,84,4,12.35,2024-07-29,49.4,2024,7
312,1,22,2,145.63,2024-04-30,291.26,2024,4
313,494,66,1,134.18,2024-09-29,134.18,2024,9
314,441,84,5,12.35,2024-03-20,61.75,2024,3
315,73,12,5,419.41,2024-01-13,2097.05,2024,1
316,185,35,3,303.49,2024-04-27,910.47,2024,4
317,49,94,3,94.53,2024-03-11,283.59,2024,3
318,305,53,1,305.19,2024-07-01,305.19,2024,7
319,438,71,4,451.35,2024-02-01,1805.4,2024,2
320,162,5,3,433.18,2024-11-21,1299.54,2024,11
321,490,39,4,437.34,2024-12-11,1749.36,2024,12
322,248,40,3,486.29,2024-07-16,1458.87,2024,7
323,300,87,1,407.11,2024-03-02,407.11,2024,3
324,218,92,1,471.18,2024-02-24,471.18,2024,2
325,323,27,1,208.22,2024-03-04,208.22,2024,3
326,468,32,1,237.94,2024-08-28,237.94,2024,8
327,110,28,3,24.64,2024-06-23,73.92,2024,6
328,239,37,5,416.57,2024-08-26,2082.85,2024,8
329,261,74,2,365.44,2024-12-31,730.88,2024,12
330,193,90,1,331.93,2024-08-24,331.93,2024,8
331,38,94,3,94.53,2024-01-16,283.59,2024,1
332,231,93,2,118.27,2024-11-14,236.54,2024,11
333,418,93,4,118.27,2024-05-31,473.08,2024,5
334,311,24,4,293.44,2024-11-24,1173.76,2024,11
335,114,49,2,64.31,2024-08-25,128.62,2024,8
336,150,64,3,36.04,2024-01-08,108.12,2024,1
337,459,61,3,222.91,2024-09-09,668.73,2024,9
338,304,97,1,450.7,2024-02-26,450.7,2024,2
339,229,28,4,24.64,2024-12-18,98.56,2024,12
340,32,28,2,24.64,2024-08-03,49.28,2024,8
341,350,98,4,230.06,2024-12-25,920.24,2024,12
342,270,55,2,19.4,2024-07-10,38.8,2024,7
343,365,9,2,62.39,2024-09-19,124.78,2024,9
344,398,6,2,324.49,2024-10-25,648.98,2024,10
345,279,98,4,230.06,2024-09-14,920.24,2024,9
346,155,84,4,12.35,2024-06-07,49.4,2024,6
347,363,18,4,282.8,2024-01-11,1131.2,2024,1
348,346,56,5,25.98,2024-12-08,129.9,2024,12
349,365,45,3,203.36,2024-08-11,610.08,2024,8
350,105,28,4,24.64,2024-05-18,98.56,2024,5
351,418,74,3,365.44,2024-08-30,1096.32,2024,8
352,213,88,3,205.37,2024-11-15,616.11,2024,11
353,34,36,1,387.28,2024-08-15,387.28,2024,8
354,467,42,3,408.18,2024-08-17,1224.54,2024,8
355,261,67,3,143.46,2024-04-26,430.38,2024,4
356,81,32,3,237.94,2024-03-20,713.82,2024,3
357,211,91,1,127.8,2024-05-07,127.8,2024,5
358,204,87,2,407.11,2024-08-07,814.22,2024,8
359,44,18,2,282.8,2024-02-06,565.6,2024,2
360,373,60,4,344.59,2024-11-04,1378.36,2024,11
361,310,29,4,307.34,2024-05-29,1229.36,2024,5
362,146,35,2,303.49,2024-01-05,606.98,2024,1
363,145,16,3,242.0,2024-08-08,726.0,2024,8
364,284,89,1,172.26,2024-08-02,172.26,2024,8
365,77,85,1,355.52,2024-12-15,355.52,2024,12
366,266,99,4,340.0,2024-03-25,1360.0,2024,3
367,475,56,1,25.98,2024-02-26,25.98,2024,2
368,163,46,3,387.09,2024-11-27,1161.27,2024,11
369,411,5,4,433.18,2024-06-05,1732.72,2024,6
370,146,5,5,433.18,2024-06-25,2165.9,2024,6
371,135,81,3,262.83,2024-04-18,788.49,2024,4
372,262,22,3,145.63,2024-05-26,436.89,2024,5
373,459,72,1,261.0,2024-02-15,261.0,2024,2
374,197,17,3,415.8,2024-03-08,1247.4,2024,3
375,86,44,3,109.46,2024-08-29,328.38,2024,8
376,10,4,5,394.82,2024-05-15,1974.1,2024,5
377,292,82,1,118.8,2024-11-09,118.8,2024,11
378,424,54,4,460.66,2024-10-03,1842.64,2024,10
379,414,99,5,340.0,2024-01-13,1700.0,2024,1
380,55,66,1,134.18,2024-07-18,134.18,2024,7
381,9,74,4,365.44,2024-10-18,1461.76,2024,10
382,444,12,2,419.41,2024-09-12,838.82,2024,9
383,17,46,4,387.09,2024-10-26,1548.36,2024,10
384,164,61,2,222.91,2024-10-04,445.82,2024,10
385,242,2,4,498.06,2024-03-06,1992.24,2024,3
386,324,33,5,428.83,2024-08-09,2144.15,2024,8
387,232,13,5,472.95,2024-08-01,2364.75,2024,8
388,402,67,1,143.46,2024-05-31,143.46,2024,5
389,79,7,3,314.29,2024-08-04,942.87,2024,8
390,43,100,4,264.37,2024-04-11,1057.48,2024,4
391,304,47,5,258.2,2024-02-26,1291.0,2024,2
392,52,43,2,41.64,2024-12-04,83.28,2024,12
393,82,78,2,112.71,2024-06-11,225.42,2024,6
394,107,43,3,41.64,2024-02-11,124.92,2024,2
395,488,72,1,261.0,2024-10-25,261.0,2024,10
396,237,63,5,474.98,2024-10-16,2374.9,2024,10
397,187,57,5,332.58,2024-07-16,1662.9,2024,7
398,269,99,4,340.0,2024-11-22,1360.0,2024,11
399,478,23,2,354.09,2024-12-13,708.18,2024,12
400,158,1,2,134.94,2024-03-30,269.88,2024,3
401,77,84,2,12.35,2024-11-23,24.7,2024,11
402,356,100,2,264.37,2024-03-09,528.74,2024,3
403,44,59,4,320.04,2024-03-11,1280.16,2024,3
404,200,65,4,457.31,2024-10-07,1829.24,2024,10
405,383,79,4,478.88,2024-11-23,1915.52,2024,11
406,259,70,4,381.08,2024-11-26,1524.32,2024,11
407,245,61,2,222.91,2024-05-23,445.82,2024,5
408,102,86,4,471.18,2024-12-05,1884.72,2024,12
409,313,5,2,433.18,2024-05-20,866.36,2024,5
410,80,57,4,332.58,2024-04-21,1330.32,2024,4
411,345,57,1,332.58,2024-11-17,332.58,2024,11
412,116,45,2,203.36,2024-12-28,406.72,2024,12
413,397,37,5,416.57,2024-10-30,2082.85,2024,10
414,480,100,3,264.37,2024-09-07,793.11,2024,9
415,326,20,1,282.96,2024-11-03,282.96,2024,11
416,202,85,1,355.52,2024-11-12,355.52,2024,11
417,439,10,1,323.37,2024-01-01,323.37,2024,1
418,419,86,1,471.18,2024-02-08,471.18,2024,2
419,129,17,1,415.8,2024-10-07,415.8,2024,10
420,173,27,3,208.22,2024-08-08,624.66,2024,8
421,103,85,2,355.52,2024-06-30,711.04,2024,6
422,182,53,1,305.19,2024-02-11,305.19,2024,2
423,426,55,3,19.4,2024-08-18,58.2,2024,8
424,6,65,1,457.31,2024-02-22,457.31,2024,2
425,393,19,5,471.99,2024-07-27,2359.95,2024,7
426,104,92,1,471.18,2024-04-18,471.18,2024,4
427,234,86,5,471.18,2024-03-23,2355.9,2024,3
428,359,4,5,394.82,2024-06-16,1974.1,2024,6
429,159,38,2,295.97,2024-12-03,591.94,2024,12
430,23,58,3,435.54,2024-01-27,1306.62,2024,1
431,320,21,3,386.29,2024-01-13,1158.87,2024,1
432,130,4,1,394.82,2024-03-16,394.82,2024,3
433,402,30,5,38.84,2024-05-11,194.2,2024,5
434,99,64,1,36.04,2024-09-12,36.04,2024,9
435,461,17,1,415.8,2024-05-26,415.8,2024,5
436,81,83,2,31.04,2024-04-30,62.08,2024,4
437,316,32,4,237.94,2024-10-30,951.76,2024,10
438,480,14,2,35.02,2024-01-02,70.04,2024,1
439,334,73,2,113.34,2024-07-06,226.68,2024,7
440,42,35,3,303.49,2024-02-18,910.47,2024,2
441,423,30,3,38.84,2024-07-11,116.52,2024,7
442,473,70,3,381.08,2024-03-10,1143.24,2024,3
443,424,18,5,282.8,2024-06-01,1414.0,2024,6
444,268,16,1,242.0,2024-06-02,242.0,2024,6
445,226,99,4,340.0,2024-04-16,1360.0,2024,4
446,16,82,4,118.8,2024-02-20,475.2,2024,2
447,4,62,3,117.57,2024-11-24,352.71,2024,11
448,241,89,3,172.26,2024-08-28,516.78,2024,8
449,245,24,5,293.44,2024-04-17,1467.2,2024,4
450,378,26,5,257.15,2024-09-22,1285.75,2024,9
451,71,83,4,31.04,2024-04-25,124.16,2024,4
452,368,90,3,331.93,2024-04-11,995.79,2024,4
453,25,63,2,474.98,2024-04-26,949.96,2024,4
454,35,15,1,321.07,2024-07-04,321.07,2024,7
455,170,28,4,24.64,2024-08-09,98.56,2024,8
456,419,58,4,435.54,2024-08-14,1742.16,2024,8
457,382,85,5,355.52,2024-10-31,1777.6,2024,10
458,230,84,3,12.35,2024-11-25,37.05,2024,11
459,467,6,3,324.49,2024-04-14,973.47,2024,4
460,389,17,1,415.8,2024-09-22,415.8,2024,9
461,430,98,2,230.06,2024-07-31,460.12,2024,7
462,428,42,1,408.18,2024-02-22,408.18,2024,2
463,115,95,2,403.57,2024-11-24,807.14,2024,11
464,100,92,3,471.18,2024-07-15,1413.54,2024,7
465,399,40,3,486.29,2024-12-03,1458.87,2024,12
466,348,30,2,38.84,2024-01-15,77.68,2024,1
467,157,77,2,197.86,2024-05-22,395.72,2024,5
468,59,86,1,471.18,2024-12-24,471.18,2024,12
469,356,45,5,203.36,2024-03-20,1016.8,2024,3
470,432,97,4,450.7,2024-07-18,1802.8,2024,7
471,457,59,1,320.04,2024-12-17,320.04,2024,12
472,180,29,1,307.34,2024-11-02,307.34,2024,11
473,88,11,2,219.44,2024-05-03,438.88,2024,5
474,383,55,4,19.4,2024-03-12,77.6,2024,3
475,181,52,1,12.68,2024-10-27,12.68,2024,10
476,234,5,5,433.18,2024-10-07,2165.9,2024,10
477,360,46,3,387.09,2024-05-27,1161.27,2024,5
478,498,96,3,438.28,2024-06-17,1314.84,2024,6
479,199,2,3,498.06,2024-02-28,1494.18,2024,2
480,343,35,5,303.49,2024-01-30,1517.45,2024,1
481,27,62,4,117.57,2024-05-21,470.28,2024,5
482,220,41,4,133.52,2024-12-26,534.08,2024,12
483,431,75,5,440.14,2024-10-14,2200.7,2024,10
484,262,29,1,307.34,2024-03-28,307.34,2024,3
485,99,52,3,12.68,2024-05-11,38.04,2024,5
486,314,26,2,257.15,2024-02-27,514.3,2024,2
